,Name_POI,Name_POI.1,Longitude,Latitude,Category,Checkin user number,Category_en
48,海昌·武汉极地海洋世界, Haichang · Wuhan Polar Ocean World,114.27557,30.661804,水族馆,3421,aquarium
1450,武汉东湖海洋世界, Wuhan East Lake Ocean World,114.37905,30.57297,水族馆,146,aquarium
185,muse, muse,114.297939,30.585435,酒吧,1338,bar
1135,水深56m, water depth 56m,114.308208,30.552553,酒吧,204,bar
1290,爱尚98 Bar, love 98 Bar,114.352436,30.52504,酒吧,169,bar
128,VOX LIVEHOUSE 酒吧, VOX LIVEHOUSE bar,114.39986,30.51234,酒吧,1757,bar
412,苏荷, soho,114.30173,30.58482,酒吧,608,bar
1432,柏龙Bar, Bailong Bar,114.30102,30.58349,酒吧,148,bar
1559,波尔图酒吧, Porto Bar,114.300301,30.58145,酒吧,131,bar
428,老五烧烤 大兴路店, Laowu BBQ Daxing Road,114.29225,30.57048,烧烤,586,barbecue
1599,银丰烧烤, Yinfeng BBQ,114.2497,30.5766,烧烤,127,barbecue
227,COSTACOFFEE(奥特莱斯店), COSTACOFFEE( Outlet store ),114.255,30.7321,烧烤,1055,barbecue
264,老五烧烤 鲁磨路店, Laowu BBQ Lumo Road,114.39972,30.51252,烧烤,937,barbecue
1306,农夫烧烤(紫沙路店), Farmer's BBQ ( Zisha Road Store ),114.324,30.5447,烧烤,167,barbecue
462,托克拉克酒吧, Toklak Bar,114.303,30.5815,烧烤,542,barbecue
279,Helens西餐吧(光谷店), Helens western food bar ( Optics Valley Store ),114.393,30.4984,烧烤,900,barbecue
539,星巴克咖啡(龙洋大道摩尔城店), Starbucks coffee ( Longyang Avenue Moore City Store ),114.21,30.5579,烧烤,460,barbecue
1597,武钢五中炸肉串, WISCO No. 5 Middle School Fried Meat Skewers,114.39336,30.63996,烧烤,127,barbecue
1300,长毛烧烤城, Longhair BBQ City,114.22476,30.54653,烧烤,168,barbecue
1161,COSTACOFFEE(南国首义汇店), COSTACOFFEE( Nanguo Shouyihui Store ),114.306,30.5335,烧烤,195,barbecue
792,戴记烧烤, Dai Kee BBQ,114.27162,30.6132,烧烤,308,barbecue
956,亮亮烧烤, Bright BBQ,114.302642,30.554859,烧烤,250,barbecue
1133,小张烤鱼 司门口总店, Xiaozhang Grilled Fish Head Office,114.29811,30.5489,烧烤,205,barbecue
221,文华书城, Mandarin Bookstore,114.342597,30.554793,书店,1124,bookstore
1052,新华书店(武胜路店), Xinhua Bookstore (Wusheng Road Store ),114.268204,30.56958,书店,222,bookstore
181,崇文书城, Chong Wencheng,114.343033,30.51029,书店,1347,bookstore
664,德芭与彩虹书店(武汉天地店), Deba and the Rainbow Bookstore ( Wuhan Tiandi Store ),114.311836,30.60728,书店,365,bookstore
413,光谷书城, Optics Valley Bookstore,114.400368,30.504471,书店,608,bookstore
1141,濠沟, Haogou,114.335918,30.481031,公交车站,202,bus stop
353,竹叶山, Bamboo Leaf Mountain,114.286,30.62246,公交车站,696,bus stop
981,武汉晚报, Wuhan Evening News,114.29401,30.61527,公交车站,243,bus stop
867,杨汊湖, Yangcha Lake,114.2618,30.63052,公交车站,279,bus stop
349,杨家湾, Yangjiawan,114.3813,30.504663,公交车站,712,bus stop
835,新桥, new bridge,114.29971,30.52606,公交车站,289,bus stop
1510,汉阳大道钟家村," Zhongjia Village, Hanyang Avenue",114.26428,30.54961,公交车站,136,bus stop
864,粟庙(湖北城建学院), Su Temple ( Hubei Urban Construction Institute ),114.43839,30.40383,公交车站,279,bus stop
830,滠口街, Shekou Street,114.35418,30.71496,公交车站,290,bus stop
336,郭茨口, Guo Cikou,114.21265,30.56777,公交车站,743,bus stop
187,天河机场, Tianhe Airport,114.24353,30.70245,公交车站,1328,bus stop
685,蔡家田,Cai Jiatian,114.28018,30.61866,公交车站,355,bus stop
692,青年路, Youth Road,114.26329,30.59005,公交车站,353,bus stop
324,光谷创业街, Optics Valley Venture Street,114.41973,30.50075,公交车站,773,bus stop
694,五里新村, Wuli New Village,114.248801,30.551475,公交车站,352,bus stop
1372,永清街, Yongqing Street,114.3055,30.60809,公交车站,157,bus stop
871,彭刘杨路, Peng Liuyang Road,114.30007,30.53989,公交车站,277,bus stop
886,积玉桥, Jiyu Bridge,114.307,30.55797,公交车站,272,bus stop
781,奓山, taishan,114.01633,30.4498,公交车站,311,bus stop
440,天顺园小区, Tianshunyuan Community,114.21798,30.61111,公交车站,570,bus stop
432,体育学院藏龙校区, School of Physical Education Canglong Campus,114.436497,30.396051,公交车站,581,bus stop
1327,关南小区, Guannan Community,114.40916,30.47306,公交车站,163,bus stop
172,万科魅力之城, Vanke City of Charm,114.43728,30.45163,公交车站,1402,bus stop
431,钢都花园, Gangdu Garden,114.370707,30.612331,公交车站,584,bus stop
176,杨家湾·保利华都, Yangjiawan · Poly Waldo,114.38131,30.50463,公交车站,1386,bus stop
1162,仁寿路, Renshou Road,114.24378,30.57548,公交车站,194,bus stop
1158,士官学校, non-commissioned officer school,114.46629,30.50978,公交车站,196,bus stop
649,花山, Huashan,114.51969,30.53855,公交车站,373,bus stop
657,石榴红村, Pomegranate Red Village,114.03117,30.601,公交车站,370,bus stop
409,当代国际花园, Contemporary International Garden,114.42041,30.46206,公交车站,615,bus stop
1345,江汉一桥, Jianghan First Bridge,114.26825,30.56796,公交车站,161,bus stop
1509,北湖西路, Beihu West Road,114.26557,30.60256,公交车站,136,bus stop
1508,车站路, station road,114.30061,30.58999,公交车站,136,bus stop
311,汪家墩, wangjiadun,114.354063,30.58265,公交车站,797,bus stop
975,岳家嘴, yuejiazui,114.36027,30.57541,公交车站,245,bus stop
310,红钢城, Red Steel City,114.40142,30.63907,公交车站,797,bus stop
698,王家湾, Wangjiawan,114.20937,30.55996,公交车站,350,bus stop
1389,青年路航空路站, Qingnian Road Hangkong Road Station,114.265562,30.583075,公交车站,154,bus stop
203,武珞路丁字桥站, Wuluo Road T-shaped Bridge Station,114.33458,30.532678,公交车站,1233,bus stop
1003,陈家墩小区, Chenjiadun Community,114.190334,30.589564,公交车站,237,bus stop
1096,大东门, Dadongmen,114.3208,30.5394,公交车站,212,bus stop
760,建设二路, Jianshe Second Road,114.37497,30.62395,公交车站,321,bus stop
255,吉庆街, Kat Hing Street,114.29388,30.58797,公交车站,961,bus stop
1005,谌家矶, chenjiaji,114.369,30.67531,公交车站,237,bus stop
728,建设大道王家墩, Jianshe Avenue Wangjiadun,114.25683,30.589364,公交车站,338,bus stop
732,澳门路, Macau Road,114.29657,30.60089,公交车站,336,bus stop
202,群光广场(街道口), Qunguang Plaza ( Jiedaokou ),114.34892,30.52789,公交车站,1238,bus stop
245,汉阳大道麒麟路," Qilin Road, Hanyang Avenue",114.22678,30.55749,公交车站,995,bus stop
734,友谊南路, Friendship South Road,114.28278,30.57129,公交车站,334,bus stop
560,黎黄陂路, Li Huangpi Road,114.29843,30.58761,公交车站,444,bus stop
1009,武湖正街, Wuhu Main Street,114.42652,30.69811,公交车站,236,bus stop
1459,大花岭, dahualing,114.30746,30.41055,公交车站,144,bus stop
1474,司门口, Simen,114.30078,30.55062,公交车站,141,bus stop
215,汉口北, Hankou North,114.32082,30.70339,公交车站,1153,bus stop
1016,滨江苑, Riverside Court,114.32134,30.6183,公交车站,234,bus stop
229,万科城市花园, Vanke City Garden,114.40942,30.45983,公交车站,1047,bus stop
1476,黄金口, golden mouth,114.15932,30.59362,公交车站,141,bus stop
266,锦绣龙城, Splendid Dragon City,114.39175,30.46607,公交车站,930,bus stop
841,二七花园, Erqi Garden,114.30515,30.62924,公交车站,286,bus stop
1426,建设一路(武汉科技大学), build all the way ( Wuhan University of Science and Technology ),114.37084,30.62151,公交车站,149,bus stop
1390,古田三路, Gutian 3rd Road,114.2056,30.59289,公交车站,154,bus stop
119,汉口火车站西广场, Hankou Railway Station West Square,114.25306,30.6172,公交车站,1886,bus stop
1062,球场街, Stadium Street,114.29546,30.59701,公交车站,219,bus stop
304,森林公园, Forest Park,114.43731,30.50545,公交车站,818,bus stop
836,万科西半岛, Vanke West Peninsula,114.17066,30.65809,公交车站,289,bus stop
857,汉阳客运中心, Hanyang Passenger Transport Center,114.188911,30.526369,公交车站,282,bus stop
300,武昌火车站东广场, East Square of Wuchang Railway Station,114.31395,30.52422,公交车站,831,bus stop
704,紫菘·枫林上城, Zisong · Maplewood Uptown,114.4045,30.49768,公交车站,346,bus stop
298,归元寺, Guiyuan Temple,114.26238,30.54589,公交车站,836,bus stop
1492,歌林花园, Kolin Garden,114.25376,30.71167,公交车站,138,bus stop
1605,长港路, Changgang Road,114.24926,30.63012,公交车站,126,bus stop
1604,古田一路, Gutian Road,114.18268,30.60464,公交车站,126,bus stop
1110,二雅路海景花园, Erya Road Sea View Garden,114.15045,30.62887,公交车站,208,bus stop
770,十里铺, Shilipu,114.21793,30.55962,公交车站,316,bus stop
1068,余家头, Yujiatou,114.35123,30.6072,公交车站,218,bus stop
195,古琴台, Guqin Terrace,114.26604,30.55707,公交车站,1279,bus stop
767,元宝山, Yuanbaoshan,114.36147,30.50977,公交车站,318,bus stop
846,佳园路, Jiayuan Road,114.43186,30.50584,公交车站,284,bus stop
274,大花岭大学城, Dahualing University Town,114.30747,30.41945,公交车站,907,bus stop
893,黄家湖, huangjiahu,114.26173,30.44348,公交车站,270,bus stop
1521,水厂, water plant,114.22407,30.57963,公交车站,135,bus stop
225,江汉路, Jianghan Road,114.28656,30.58522,公交车站,1082,bus stop
1317,竹叶山三村, Bamboo Leaf Mountain Three Villages,114.2801,30.62137,公交车站,165,bus stop
911,花桥一村, Huaqiao Village,114.2861,30.61294,公交车站,264,bus stop
611,中山路螃蟹岬站, Zhongshan Road Crab Point Station,114.317573,30.550949,公交车站,396,bus stop
573,南望山, Nanwang Mountain,114.40406,30.52371,公交车站,429,bus stop
1251,阳新路, Yangxin Road,114.27474,30.54552,公交车站,176,bus stop
1252,豹澥, Leopard,114.54993,30.46085,公交车站,176,bus stop
917,快活岭, Happy Ridge,114.14493,30.55745,公交车站,262,bus stop
485,武胜路, Wusheng Road,114.26846,30.57143,公交车站,507,bus stop
825,利济北路, Liji North Road,114.27258,30.57045,公交车站,292,bus stop
1259,粮道街, Liangdao Street,114.3047,30.54832,公交车站,174,bus stop
137,洪山体育馆, Hongshan Gymnasium,114.33309,30.54472,公交车站,1649,bus stop
1037,湖北工业大学南门, South Gate of Hubei University of Technology,114.31063,30.47541,公交车站,228,bus stop
607,华城广场, Hwaseong Plaza,114.359479,30.604955,公交车站,398,bus stop
1286,中北路车家岭站, North Central Road Chejialing Station,114.353135,30.567524,公交车站,169,bus stop
516,秦园路, Qinyuan Road,114.335596,30.582412,公交车站,474,bus stop
511,武珞路街道口站, Wuluo Road Jiedaokou Station,114.34613,30.528979,公交车站,480,bus stop
623,虎泉, Tiger Spring,114.36809,30.51575,公交车站,389,bus stop
1044,雄楚大道民族大道口站, Xiongchu Avenue Minzu Avenue Exit Station,114.397142,30.497425,公交车站,224,bus stop
602,堤角, Dike Corner,114.33892,30.65886,公交车站,403,bus stop
495,水果湖, fruit lake,114.34477,30.54962,公交车站,494,bus stop
503,月湖桥, Moon Lake Bridge,114.24343,30.56006,公交车站,487,bus stop
1564,才茂街, Caimao Street,114.34993,30.59714,公交车站,130,bus stop
804,雄楚大道陈家湾站, Xiongchu Avenue Chenjiawan Station,114.364839,30.508758,公交车站,300,bus stop
903,舵落口大市场, Ruoluokou big market,114.1557,30.61843,公交车站,267,bus stop
537,国际企业中心, International Enterprise Center,114.42047,30.4873,公交车站,463,bus stop
1244,华城新都, Hwaseong Xindu,114.39225,30.49842,公交车站,177,bus stop
912,武东, Wudong,114.45591,30.57865,公交车站,264,bus stop
797,建港, build a port,114.2567,30.52352,公交车站,304,bus stop
1522,航天嘉园, Aerospace Garden,114.11771,30.62567,公交车站,135,bus stop
163,常青花园, Evergreen Garden,114.24517,30.64099,公交车站,1449,bus stop
1,武汉火车站, Wuhan Railway Station,114.42085,30.61938,公交车站,25540,bus stop
455,一元路, one yuan road,114.30197,30.59219,公交车站,551,bus stop
927,青年路雪松路站, Qingnian Road Cedar Road Station,114.26324,30.590958,公交车站,258,bus stop
561,风光村, Scenery Village,114.377615,30.534987,公交车站,441,bus stop
1311,和平大道徐家棚站, Heping Avenue Xujiapeng Station,114.334412,30.59071,公交车站,166,bus stop
1309,西马路, West Road,114.29003,30.59138,公交车站,166,bus stop
1525,和平大道三层楼, Peace Avenue 3rd Floor,114.315719,30.569515,公交车站,135,bus stop
620,南湖山庄, South Lake Villa,114.33898,30.48712,公交车站,390,bus stop
158,武汉法国街, Wuhan French Street,114.18239,30.51969,公交车站,1475,bus stop
1235,民主路小东门站, Minzhu Road Xiaodongmen Station,114.325439,30.543774,公交车站,180,bus stop
954,张家湾, Zhangjiawan,114.28157,30.48846,公交车站,250,bus stop
1224,武珞路大东门站, Wuluo Road Dadongmen Station,114.322121,30.538515,公交车站,182,bus stop
617,珞珈山(武汉大学), Luojia Mountain ( Wuhan University ),114.35888,30.53248,公交车站,392,bus stop
540,居仁门, Juinmun,114.26013,30.56916,公交车站,454,bus stop
952,丹水池, Dan Pool,114.3307,30.6452,公交车站,251,bus stop
465,循礼门, Xunli Gate,114.28726,30.5886,公交车站,539,bus stop
542,卓刀泉, Zhuo Daoquan,114.37027,30.519005,公交车站,453,bus stop
1667,钟家村(西大街), Zhongjia Village (West Avenue ),114.26621,30.54714,公交车站,121,bus stop
1512,武汉宝泽汽车销售服务有限公司,"Wuhan Baoze Automobile Sales Service Co., Ltd.",114.27986,30.63074,汽车维修,136,car repair
1663,基督教圣米迦勒堂, christian saint michael church,114.30197,30.52944,教堂,121,church
1532,汉口上海路天主堂, Hankou Shanghai Road Catholic Church,114.29576,30.58023,教堂,134,church
1594,湖北省基督教感恩堂, Hubei Christian Thanksgiving Church,114.30764,30.54635,教堂,127,church
492,东风本田汽车有限公司," Dongfeng Honda Automobile Co., Ltd.",114.17751,30.47416,公司,500,company
1330,中国移动通信集团湖北有限公司," China Mobile Communications Group Hubei Co., Ltd.",114.24539,30.62575,公司,162,company
1156,中国联通有限公司武汉分公司," China Unicom Co., Ltd. Wuhan Branch",114.30075,30.62145,公司,196,company
666,武汉钢铁(集团)公司, Wuhan Iron and Steel ( group ) company,114.4615,30.59479,公司,364,company
346,中建三局, China Construction Third Bureau,114.33102,30.53383,公司,719,company
1111,武汉金家墩汽车客运服务有限公司,"Wuhan Jinjiadun Automobile Passenger Service Co., Ltd.",114.25278,30.61291,公司,208,company
1584,惠誉花园(西门), Fitch Gardens ( Simon ),114.33204,30.58662,大门,128,door
292,武汉商业服务学院(北门), Wuhan Business Service College ( North Gate ),114.08846,30.45909,大门,850,door
1576,湖北大学(西门), Hubei University ( Simon ),114.33185,30.57843,大门,129,door
250,武汉体育学院(西门), Wuhan Institute of Physical Education ( Simon ),114.37493,30.51822,大门,981,door
1394,湖北财税职业学院(南门), Hubei Finance and Taxation Vocational College ( South Gate ),114.29823,30.51437,大门,153,door
791,湖北第二师范学院(南二门), Hubei Second Normal University ( South Second Gate ),114.44609,30.47776,大门,308,door
1187,湖北警官学院(西门), Hubei Police Academy ( Simon ),114.20245,30.60305,大门,189,door
456,湖北大学知行学院(北门), Hubei University Zhixing College ( North Gate ),114.37312,30.69075,大门,550,door
1015,武汉理工大学(西南门), Wuhan University of Technology ( Southwest Gate ),114.34766,30.51778,大门,235,door
1089,石门峰都市陵园, Shimenfeng Urban Cemetery,114.482567,30.512728,丧葬,214,funeral
535,东湖海洋世界, East Lake Ocean World,114.376183,30.574789,游戏厅,464,gaming room
1103,琴台公园, Qintai Park,114.262882,30.55417,公园,211,garden
113,中山公园, Zhongshan Park,114.27119,30.58678,公园,1922,garden
1073,菱角湖公园, Water chestnut lake park,114.275047,30.60903,公园,217,garden
862,四美塘公园, Simei Tong Park,114.33783,30.59529,公园,280,garden
155,黄鹤楼公园(南门), Yellow Crane Tower Park ( South Gate ),114.30471,30.54333,公园,1483,garden
1483,东湖牡丹园, East Lake Peony Garden,114.373573,30.57321,公园,141,garden
785,落雁岛, Luoyan Island,114.418678,30.56625,公园,310,garden
126,武汉玛雅海滩水公园, Wuhan Maya Beach Water Park,114.398571,30.594911,公园,1819,garden
828,青山公园, Aoyama Park,114.407669,30.64068,公园,291,garden
207,常青公园, Evergreen Park,114.241676,30.62089,公园,1195,garden
1148,硚口公园, Qiaokou Park,114.257263,30.5693,公园,199,garden
1243,中山公园(北门), Zhongshan Park ( North Gate ),114.26954,30.59015,公园,178,garden
115,马鞍山森林公园, Ma'anshan Forest Park,114.44314,30.51366,公园,1906,garden
839,武汉市和平公园, Wuhan Peace Park,114.3848,30.63471,公园,288,garden
544,青少年宫, Youth Palace,114.285081,30.592737,公园,452,garden
8,武汉欢乐谷, Wuhan Happy Valley,114.394709,30.594283,公园,11179,garden
736,泰合百花公园, Taihe Baihua Park,114.1604,30.50752,公园,333,garden
1010,龙王庙公园, Dragon King Temple Park,114.29115,30.56692,公园,236,garden
1305,宝岛公园, Treasure Island Park,114.284508,30.59786,公园,167,garden
738,荷兰风情园, Dutch style garden,114.396912,30.49069,公园,333,garden
107,东湖听涛风景区, East Lake Tingtao Scenic Area,114.372597,30.563217,公园,2002,garden
283,汉口江滩(西三号门), Hankou River Beach ( West Gate 3 ),114.30478,30.5892,公园,880,garden
1143,武汉国际风景公园, Wuhan International Scenic Park,114.03298,30.64752,公园,201,garden
118,东湖(沿湖大道), East Lake ( along the lake avenue ),114.37259,30.56322,公园,1886,garden
192,光谷广场大转盘, Optics Valley Plaza Carousel,114.399198,30.505917,公园,1287,garden
587,云雾山效野公园, Yunwu Mountain Xiaoye Park,114.20642,31.10273,公园,417,garden
709,紫阳湖公园, Ziyang Lake Park,114.307121,30.53372,公园,345,garden
351,汉口江滩(西一号门), Hankou River Beach ( West Gate 1 ),114.3077,30.59569,公园,701,garden
1565,南干渠游园(工业四路), Nanganqu Amusement Park ( Industrial four-way ),114.40337,30.62639,公园,130,garden
1271,汉口江滩(西四号门), Hankou River Beach ( West Gate 4 ),114.30353,30.58636,公园,173,garden
184,中国科学院武汉植物园," Wuhan Botanical Garden, Chinese Academy of Sciences",114.420242,30.5422,公园,1338,garden
856,金银湖湿地公园, Jinyin Lake Wetland Park,114.18732,30.64021,公园,283,garden
1374,常青公园(江达路), Evergreen Park ( Jiangda Road ),114.23071,30.61753,公园,156,garden
712,乐泽国际运动天地, Leze International Sports World,114.28526,30.64109,健身中心,344,gym
599,华中科技大学武昌分校图书馆中区分馆, Huazhong University of Science and Technology Wuchang Branch Library Central Branch,114.30825,30.488,图书馆,403,library
88,武汉大学图书馆文理馆(总馆), Wuhan University Library (Main building ),114.362582,30.536049,图书馆,2246,library
1200,中国地质大学图书馆, Library of China University of Geosciences,114.40274,30.527605,图书馆,187,library
1665,武汉东湖学院图书馆, Wuhan East Lake College Library,114.316468,30.441615,图书馆,121,library
604,华中科技大学主校区图书馆, Huazhong University of Science and Technology Main Campus Library,114.287094,30.576665,图书馆,403,library
214,湖北大学图书馆, Hubei University Library,114.334935,30.578435,图书馆,1158,library
342,新江汉大学图书馆, New Jianghan University Library,114.158489,30.513252,图书馆,725,library
806,武汉科技大学图书馆, Wuhan University of Science and Technology Library,114.260826,30.439253,图书馆,299,library
1136,武汉大学图书馆工学分馆, Wuhan University Library Engineering Branch,114.361589,30.543981,图书馆,203,library
595,武汉长江工商学院图书馆, Wuhan Changjiang University of Commerce and Industry Library,114.27371,30.45882,图书馆,407,library
234,中南财经政法大学图书馆, Zhongnan University of Economics and Law Library,114.385,30.47456,图书馆,1037,library
955,武汉理工大学图书馆, Wuhan University of Technology Library,114.34781,30.52241,图书馆,250,library
1457,武汉大学图书馆信息科学分馆, Wuhan University Library Information Science Branch,114.36119,30.528675,图书馆,144,library
891,湖北工业大学工程技术学院图书馆, Hubei University of Technology College of Engineering Library,114.306853,30.479356,图书馆,270,library
153,华中师范大学图书馆总馆(新馆), Central China Normal University Library ( new building ),114.360792,30.52024,图书馆,1517,library
594,华中科技大学文华学院图书馆, Huazhong University of Science and Technology Wenhua College Library,114.439774,30.497201,图书馆,407,library
775,华中师范大学汉口分校图书馆, Central China Normal University Hankou Branch Library,114.316925,30.418561,图书馆,314,library
284,中南民族大学南书院, South Central University for Nationalities,114.397457,30.482551,图书馆,872,library
523,湖北中医药大学图书馆, Hubei University of Traditional Chinese Medicine Library,114.270974,30.452551,图书馆,471,library
1606,武汉大学图书馆, Wuhan University Library,114.321297,30.423819,图书馆,126,library
134,武汉纺织大学阳光校区图书馆, Wuhan Textile University Sunshine Campus Library,114.338798,30.376345,图书馆,1688,library
708,武汉工程大学流芳校区图书馆, Wuhan University of Technology Liufang Campus Library,114.431845,30.463473,图书馆,345,library
935,中国地质大学江城学院图书馆," Jiangcheng College Library, China University of Geosciences",114.33604,30.34925,图书馆,256,library
1575,湖北工业大学商贸学院图书馆, Hubei University of Technology College of Commerce Library,114.37765,30.50059,图书馆,129,library
820,武汉理工大学余家头校区图书馆, Wuhan University of Technology Yujiatou Campus Library,114.35776,30.60485,图书馆,294,library
111,湖北经济学院图书馆, Hubei University of Economics Library,114.435879,30.418295,图书馆,1968,library
270,华中科技大学中心校区图书馆, Huazhong University of Science and Technology Central Campus Library,114.411623,30.513041,图书馆,920,library
209,武汉市图书馆,Wuhan City Library,114.282257,30.602619,图书馆,1185,library
877,中南民族大学图书馆, South-Central University for Nationalities Library,114.392318,30.48714,图书馆,276,library
1185,武汉国民政府旧址纪念馆, Wuhan National Government Site Memorial Hall,114.2864,30.57571,纪念馆,190,memorial
405,武汉博物馆, Wuhan Museum,114.257379,30.611598,博物馆,623,museum
117,辛亥革命武昌起义纪念馆, Xinhai Revolution Wuchang Uprising Memorial Hall,114.306618,30.54195,博物馆,1894,museum
27,湖北省博物馆, Hubei Provincial Museum,114.364349,30.56259,博物馆,5215,museum
1496,第三空间, third space,114.26757,30.58613,其他,138,other
1475,芦老师咖啡, Mr. Lu's Coffee,114.27667,30.59305,其他,141,other
1578,Soulhouse, Soulhouse,114.307205,30.557836,其他,129,other
130,武汉关轮渡码头, Wuhanguan Ferry Terminal,114.297897,30.57472,其他,1719,other
154,One Night A 概念清吧, One Night A clear concept,114.310027,30.607438,其他,1489,other
156,珞珈山, Luojia Mountain,114.368021,30.536041,其他,1477,other
106,东湖梨园, East Lake Pear Garden,114.373177,30.574181,其他,2004,other
182,武汉光明万丽酒店, Renaissance Wuhan Hotel,114.3563,30.57964,其他,1343,other
773,关西小区, Kansai Community,114.386786,30.500252,其他,315,other
171,磨山风景区, Moshan Scenic Area,114.406891,30.552469,其他,1406,other
189,中南路, Zhongnan Road,114.333451,30.538774,其他,1316,other
177,妖后酒吧,The Queen's Bar,114.35417,30.52934,其他,1383,other
142,昙华林, Tan Hualin,114.317467,30.549833,其他,1613,other
1229,湖北电视台, Hubei TV Station,114.325007,30.554206,其他,181,other
754,名典咖啡语茶 天河机场店, Mingdian Coffee Language Tea Tianhe Airport Store,114.21321,30.77302,其他,324,other
615,costa coffee, costa coffee,114.310829,30.607625,其他,394,other
949,全明星滑冰俱乐部, All Star Skating Club,114.271523,30.580077,其他,253,other
457,爪哇空气, Java Air,114.30003,30.58269,其他,550,other
45,武汉江汉路步行街, Wuhan Jianghan Road Pedestrian Street,114.29097,30.581289,其他,3638,other
454,星巴克咖啡(五环峰店), Starbucks coffee ( Wuhuanfeng Store ),114.3,30.5414,其他,552,other
1634,武湖农场, Wuhu Farm,114.42253,30.698552,其他,124,other
1319,华中科技大学绝望坡, Huazhong University of Science and Technology Despair Slope,114.423149,30.51448,其他,165,other
475,起义门, uprising gate,114.307289,30.525499,其他,524,other
633,武汉科技大学城市学院南五教学楼," South Fifth Teaching Building, City College, Wuhan University of Science and Technology",114.427046,30.58457,其他,384,other
959,铜人像, bronze figure,114.285492,30.57239,其他,249,other
1166,明星厨坊 沌口店, Star Kitchen Zhuankou Store,114.168334,30.498366,其他,194,other
636,万象咖啡馆 WanXiang Coffee, Vientiane Cafe WanXiang Coffee,114.286644,30.596536,其他,381,other
961,禅石咖啡酒吧餐厅 沿江大道店, Zen Stone Coffee Bar Restaurant Yanjiang Avenue Branch,114.30255,30.58721,其他,249,other
1338,吴家花园, Wu's Garden,114.28959,30.58495,其他,161,other
1469,江汉路步行街天桥, Jianghan Road Pedestrian Street Overpass,114.288368,30.583183,其他,142,other
403,胭脂路, Rouge Road,114.308195,30.54502,其他,624,other
446,武汉晴川假日酒店,Wuhan Qingchuan Holiday Hotel,114.28542,30.55706,其他,563,other
1627,武汉轮渡, Wuhan Ferry,114.297802,30.574982,其他,125,other
477,江汉关, Jianghan Pass,114.297462,30.57612,其他,524,other
1644,江汉区政务服务中心, Jianghan District Government Service Center,114.271113,30.600845,其他,123,other
550,K11新食艺, K11 new food,114.266296,30.579526,其他,450,other
570,烫锅轩特色砂锅麻辣烫, Hot pot Xuan special casserole Mala Tang,114.28545,30.57072,其他,432,other
1247,鹦鹉美食风情镇, Parrot Food Town,114.266929,30.537839,其他,177,other
532,上上酒吧, go to the bar,114.3012,30.58378,其他,466,other
14,光谷步行街西班牙风情街, Optics Valley Pedestrian Street Spanish Style Street,114.406278,30.505038,其他,6909,other
933,武汉长江隧道,Wuhan Yangtze River Tunnel,114.309428,30.578094,其他,257,other
1211,滚石音乐台(球场街店), Rolling Stones Bandstand ( Stadium Street Store ),114.294098,30.59182,其他,185,other
482,武汉新东方学校, Wuhan New Oriental School,114.343046,30.52803,其他,511,other
916,龟山电视塔, Guishan TV Tower,114.2798,30.55472,其他,263,other
18,武汉大学 樱花大道, Wuhan University Cherry Blossom Avenue,114.364393,30.539476,其他,6054,other
500,COSTA(国际广场店), COSTA( International Plaza Store ),114.269175,30.580198,其他,489,other
28,世界城西班牙风情街, World City Spanish Style Street,114.402248,30.505195,其他,5143,other
491,参差咖啡(光谷店), staggered coffee ( Optics Valley Store ),114.39923,30.505655,其他,501,other
490,魔界咖啡, Makai Coffee,114.29934,30.58778,其他,501,other
608,农耕年华农业风情园, Farming Years Agricultural Garden,114.46373,30.71736,其他,398,other
609,便所欢乐主题餐厅, Toilet Happy Theme Restaurant,114.290259,30.57756,其他,397,other
584,禅石咖啡酒吧餐厅 光谷店, Zen Stone Cafe Bar Restaurant Optics Valley,114.40123,30.50577,其他,420,other
384,宝通寺, Baotong Temple,114.340538,30.53051,其他,656,other
76,东湖风景区, East Lake Scenic Area,114.40416,30.54809,其他,2516,other
1412,碧玺别墅会所, Tourmaline Villa Club,114.26864,30.55527,其他,151,other
1438,长春观素菜馆, Changchun View Vegetarian Restaurant,114.32126,30.53945,其他,147,other
1449,参差花房咖啡, Staggered Flower Room Coffee,114.26635,30.59428,其他,146,other
235,宝丰路, Baofeng Road,114.252593,30.578179,其他,1035,other
719,四季恋餐厅(武汉天地店), Four Seasons Love Restaurant ( Wuhan Tiandi Store ),114.310539,30.607691,其他,342,other
718,黄记煌(菱角湖万达广场店), Huang Jihuang (Water chestnut lake Wanda Plaza store ),114.269332,30.610727,其他,342,other
715,四季恋餐厅(光谷店), Four Seasons Love Restaurant ( Optics Valley Store ),114.400803,30.50474,其他,343,other
1102,四季恋餐厅 红恋店, Four Seasons Love Restaurant Honglian Branch,114.27263,30.59628,其他,212,other
275,白沙洲长江大桥, Baishazhou Yangtze River Bridge,114.249321,30.482281,其他,907,other
1081,马哥孛罗咖啡厅,Marco Polo Cafe,114.3021,30.58547,其他,215,other
747,西苑, Xiyuan,114.387887,30.474303,其他,328,other
1014,大成路夜市, Dacheng Road Night Market,114.296866,30.543272,其他,235,other
990,Return97, Return97,114.30088,30.58132,其他,241,other
713,黄记煌, Huang Jihuang,114.310551,30.607851,其他,344,other
1095,北湖夜市, Beihu Night Market,114.275269,30.60108,其他,212,other
